τριάριοι,triarii:0.455074092414
εὐοργησία,contempero:0.317929100122
ᾀσματοκάμπτης,ode:0.310538746435
παιδοφόνος,siriasis:0.306367396919
φθισικός,phthisicus:0.910716760274,syntecticus:0.6456346702
ἀνακτάομαι,reparo:0.419130263961
ἀπομαντεύομαι,praescitum:0.255457296988
κατασπειράω,datarius:0.365694933435
ποτηριοφόρος,ciborium:0.79275251829
ἀποσχίζω,interscindo:0.375374800404
καθέδρα,sessibulum:0.472721697101
σαῦλος,glomeratio:0.285671757695
ἐμπέραμος,herbarius:0.489052423374
ἐντυλίσσω,circumuestio:0.48701750418
χρεῖος,indiguus:0.411953195325
χάρμα,gaudium:0.485652676405,libentia:0.475088362033
ἐφηβάω,uirilitas:0.3871040573
ἐπίκουρος,patronus:0.242670319836
δυστίβευτος,inodoro:0.342630166149
ὑγροτροφικός,aquatilis:0.456361473586
ἄφερκτος,secludo:0.359236670131
τοκίζω,anatocismus:0.445207238483
ἔκπλοος,introitus:0.260287675739
ὑποκύπτω,conquinisco:0.379530450701
πομπός,satelles:0.173342691179
βότρυς,uua:0.290689835215
ἀξίωσις,dignatio:0.365111116324
ποταμόκλυστος,ubis:0.484125933039
ἀβυρτακοποιός,mictus:0.651038681429,mellificium:0.585385785189
περιναιετάω,circumcolo:0.63928781844
ἀπαλλαξείω,optatio:0.294635788095
μύρτων,ganeo:0.734015959445,asotus:0.645591268391
νῦν,nunc:0.736834264416,iam:0.602293843248
ἐκλογίζομαι,computo:0.550702405472
ἁδρόομαι,ualentulus:0.490995473178
ἀλλογλωσσία,leucrion:0.335645745761
μονόσκηπτρος,sceptriger:0.489627647229
παρακλέπτω,suffuror:0.275661281106
συνοχεύς,detentor:0.253960722214
πολεμοφθόρος,abusus:0.201498926561
προσχαρίζομαι,libidinor:0.364348788849
πεδίζω,praeuincio:0.591039260665,numella:0.559749345256
ἀμφηρεφής,corticatus:0.427165583047
ἀνεξέταστος,inquisitus:0.692013613547
μοχθίζω,perpessio:0.376171563159
πηχύνω,comprehenso:0.447353687657
δαημοσύνη,peritia:0.413051701206
ἐπιποθέω,attrecto:0.288784010661
καταπολιτεύομαι,subdomo:0.262992816352
ψηφίζω,suffragor:0.270134893983
χεζητιάω,inopiosus:0.399342224303
τοῖχος,costa:0.383447785905
δέκτης,mendicabulum:0.286685982347
σταλάσσω,guttula:0.556979809822,guttatim:0.518561213422
ὠνητής,emptor:0.518980691383
βαμβαίνω,frigiditas:0.207654551093
ἀπαστράπτω,praefulguro:0.81043245022
λατομεῖον,lautumius:0.631517481039,columnar:0.566286027979
εἰλικρινέω,compurgo:0.368072199956
πολυτελέω,impendiosus:0.404735332088
καλλίπρῳρος,perpulcher:0.651413483965,philocalia:0.57903164751
ἀγχιστεύω,enubo:0.263895851169
εὐήθης,simplico:0.336230811258
ἀγχιστεύς,captatorius:0.284843238558
αἰκισμός,perculsus:0.335048047834
λιχνεία,ingluuies:0.266418027719
δωρέω,munifico:0.572171958096
οἰκόδομος,architectus:0.649202384151,euthygrammum:0.477457552493
λαοδογματικός,contionarius:0.241477048376
σκύβαλον,laetamen:0.541552177017
ἑψιάομαι,oblecto:0.181444212987
μεσόδμη,trabalis:0.266225952004
ἐκπνέω,proflo:0.384636009756
παππάζω,introuoco:0.170009856355
ἐπιμανδαλωτόν,philema:0.557664034247
ταναόδειρος,iampridem:0.228109563919
ἑψητός,defrutum:0.61175540444,hepsema:0.575721651259
ἀγέλη,armentum:0.402943184742
οἰνοβαρείων,temulenter:0.460112719896
βεβαίωμα,expertio:0.418052406865
τετράρχης,tetrarchia:0.442960874393
χρυσοκάρηνος,aurosus:0.519720688899,cephalicus:0.494475228487
τετραθέλυμνος,quadridens:0.429335585183
τοξικός,arcuo:0.332836709102
ἀκοή,auditus:0.557297827275,auditio:0.502991333121
συνεξερευνάω,perspeculor:0.497704007167,conuiso:0.471458891379
μαραίνω,euanesco:0.414632932447
ἀνδραγάθημα,uiratus:0.444155651175
ὁμόστολος,ascyroides:0.333957032398
βριθύς,praegrauis:0.461136904291
ἀνάσιμος,silus:0.33882909227
θριαμβικός,decemuiralis:0.28885118161
ἐκφροντίζω,exopinisso:0.501173164442
ὁποῖος,qualis:0.507480231831
κηρίων,cerarius:0.369105593506
ὄρνις,auis:0.292811210734
τετραπλῇ,quadruus:0.924827536509,quadrifarius:0.865554083978
κύκλιος,circino:0.290497481488
στελεχόω,decaulesco:0.342367036691
κατακολλάω,glus:0.54621713676
διαδείκνυμι,declaro:0.24957226247
μεταδαίνυμαι,dapalis:0.299211729416
ἐξέρομαι,requirito:0.448644628016
κοπρών,forica:0.464329547763
ἠμύω,collabor:0.466535438115
ἐπακρίζω,punctim:0.262654690351
ἐνευλογέομαι,beatitas:0.214513547154
περιψάω,extergeo:0.658836935476,pertergeo:0.505649529494
εἰσκομιδή,inuectus:0.545707304287
κατατρίβω,detero:0.433988010292
ἀντρώδης,cuniculosus:0.505916630016
ἀθῷος,asymbolus:0.246490074042
ὀχθώδης,tumulosus:0.312083532128
σηπία,sepia:0.453663049214
ἀναχωρέω,recedo:0.486146033115
καταστρέφω,ultimo:0.308108092146
κήδευμα,desponsor:0.256240394324
πορνικός,scortor:0.258358501037
ὠσχοφορέω,emodulor:0.600362965561,decano:0.567910772034
ἐκεῖνος,ille:0.346530503555
στόλος,iter:0.210201338688
μακρόθυμος,longanimis:0.989287234899
κυαμευτός,fabarius:0.463009467095
κακορρέκτης,maliloquium:0.266106956482
προβατεία,ouinus:0.66278606129,ouillus:0.584513631239
διάνοια,cogitatio:0.464504899729
ψιλοκιθαριστής,hydraula:0.814564692477,suauiludius:0.620144500816
εἰρέω,indicens:0.484256830012
πάκτον,abloco:0.334606105647
ὄναρ,somnio:0.720928649114,insomnium:0.64146289222
φέρετρον,feretrum:0.70487462427
ἐπεξαμαρτάνω,peccantia:0.538393700411
φαιδρωπός,praefulgidus:0.388694823739
κνησμώδης,scabitudo:0.768867416351,pruritiuus:0.521351862187
πορεύσιμος,possibilis:0.296184908805
ἀτιμάζω,indignus:0.199926335093
δεῖξις,proba:0.429991220005
ἐπιτροφή,uictuarius:0.775863350551
συμφοιτάω,beto:0.568987439454
ἀρτοποιέω,artopta:0.561179354692
μετάφρενον,occipitium:0.446075691195
ταραντῖνον,byssinus:0.331404601639
φιλήτωρ,deliciolae:0.410993612033
φιλέλλην,aelurus:0.246571207324
προσλογοποιέω,interstruo:0.250769852411
μεθέπω,conquiro:0.208163426698
ἀντλέω,sentina:0.283919818541
ὑδατώδης,aquatilis:0.368661668984
συγκοιμίζω,lectualis:0.290849580276
ἀνθρωποειδής,idos:0.425942238287
παρεκτείνω,extento:0.669136253401,exporrigo:0.493862988073
προδιοικέω,praemigro:0.309287085969
διακοσμέω,imperatus:0.318844978944
καλλιζυγής,patibulatus:0.188670534777
πημαίνω,zamia:0.246086909305
ἀχάριτος,peringratus:0.417564313556
τοπικός,localis:0.586183783967
φιλυπήκοος,rhyparographos:0.34856844092
καταιβατός,demeo:0.295027297151
ἀγρώσσω,uenaticus:0.472521906494
νεᾶνις,puera:0.273286696039
ἱππολεχής,antegenitalis:0.38416377037
ὑπηρέτημα,praeseruio:0.474107837405
ὁμιλητικός,congregabilis:0.347386409391
ἱππάριον,canterinus:0.524769158091,caballinus:0.517461915787
ἐξερύκω,propulso:0.569254299693
πορπακίζομαι,manubriatus:0.243228286051
χασκάζω,oscitabundus:0.427352660645
ἱερατικός,sacerdotalis:0.554619038866
ῥίψοπλος,euocator:0.286070395345
ὑποτύπτω,fligo:0.392084558185
ἐγκλιδόν,limulus:0.323220945833
ὑψίπυργος,turritus:0.286448118518
ἑλικτήρ,spicifer:0.323913778227
φρίκη,horrentia:0.437446745205
τελεστήριον,initiamenta:0.430277573689
διδασκαλεῖον,condiscipulus:0.409828824196
κολλύριον,stacton:0.389629443853
ἀναμπλάκητος,inerrabilis:0.507745671291
κακοδαιμονάω,daemonium:0.350014402505
πνιγώδης,suffocatio:0.555065331281
περίπυστος,perlate:0.353585962891
ἐκλειπτέον,gleucinus:0.27986935723
ὄθομαι,dispectus:0.297185772857
ἔκλευκος,percandidus:0.376213534523
τρυγάω,uindemio:0.344136246692
καταγορεύω,obnuntio:0.236699186404
ἐθέλω,nolo:0.216251891679
ἐπιτροπικός,curatorius:0.344810713895
θορυβάζομαι,lientericus:0.350286508687
συμμεταλαμβάνω,participo:0.22467007677
κόλλυβος,semiphalarica:0.438897700392
ἀπόλεμος,imbellis:0.404553870556
ὀλιγόπιστος,somniator:0.349708878673
πτέρνη,calcaneum:0.754233650567,fulmenta:0.501371015556
κερματίζω,chalcus:0.351379503178
συμπράσσω,auxilior:0.244869163704
νυμφεῖος,zygia:0.316403950372
ὀρνιθάριον,galbina:0.575992364191,galgulus:0.525154362165
ἀσμενιστός,acceptabilis:0.281000791056
εἰσωπός,intergarritus:0.375017912699
λαέρτης,formica:0.670461853786,uespa:0.641395750398
ἐπαρκούντως,fatim:0.885483827425,sufficienter:0.597904396081
πρόξ,ceruarius:0.31377516318
ἕνωσις,coagmentatio:0.363890606315
ὁμόδιφρος,aurigatio:0.652116212297
σίνος,malefacio:0.270543685963
ταρβέω,reformido:0.526016388308
μαλθακίζομαι,muricidus:0.196018063355
ἀποδοχή,ascitus:0.609520384062
προσπταίω,offenso:0.260890737922
ἴδρις,formica:0.373888142483
οἴσπη,ouinus:0.429076236922
φοινικοφαής,rubicundulus:0.437833409434
ἀπρέπεια,indecentia:0.709842973602
ὑπαντιάζω,oppeto:0.471426807428
περικλάω,conflexus:0.324994407974
κυκλωπία,famigeratio:0.232449659179
παλαιός,antiquus:0.541365146187,uetus:0.480554960164
ἐπιγλωσσίς,uocabilis:0.297613900216
συμμηχανάομαι,meditator:0.196644061429
ἀποσφράγισμα,signaculum:0.276624871669
παλαιόω,uetero:0.327603616566
προγένειος,barbiger:0.531660676789
ἐπιπαραγίγνομαι,superuenio:0.219748513874
ἀπερητύω,cluniculus:0.365207698283
ἀκράτισμα,ientaculum:0.848165355933,pransorius:0.735183117054
ὑποβλήδην,interpellatio:0.399977421981
περίδραξις,deplexus:0.465615509743
κῶλον,membrum:0.351135512647
δύσπαρις,spinturnicium:0.209214692705
ἰχθυοειδής,phager:0.687756087076,ophthalmias:0.680860161071
διάρρους,permeatus:0.451399596811
ἐποικοδομέω,inaedifico:0.531655433986
ἄδουλος,incomitatus:0.366559745511
ἀντισυλλογίζομαι,interrogatiuncula:0.435234411801
εἰσφρέω,eloco:0.346974654433
δογματίζω,plebiscitum:0.367360570206
καρπαία,mimarius:0.574247557375,archimimus:0.502340912877
διαρκούντως,fatim:0.859810034367,sufficienter:0.572230603023
ἐλαφρός,lumen:0.377624358945
ἀηδών,aedon:0.18854519375
φιλήμων,perbenigne:0.330285695596
καμπτήρ,oricilla:0.310890925188
προπολεμέω,hetaerice:0.273933869911
σελαγή,fulgidus:0.38933577361
πρᾶγμα,negotium:0.252039825638
θανάσιμος,defunctus:0.657340771791,letifer:0.64639877476
καταζαίνω,torrefacio:0.591468568129,retorresco:0.555190345474
ἀνθέλκω,peruello:0.341028944478
βαπτισμός,baptisma:0.33802075777
ἀπνευστί,spiratio:0.628336113894,inhalatus:0.562037789853
εἰ,si:0.567392724228
προσβατός,peruiam:0.916531674773
χρυσόθρονος,aurosus:0.404154516071
ἀγκάλισμα,deliciolae:0.339345919981
ἀσηρός,sympathia:0.263445248441
ἀδυνατέω,impossibilis:0.379175646261
συμμαίνομαι,mania:0.378652321755
ἀκταινόω,intollo:0.509597698177,suberigo:0.508090089668
ἀπόκτισις,consitio:0.46766394523
συνδιαιτητής,uerticula:0.371353006278
γερήνιος,caelitus:0.514283633865,alicunde:0.479628043659
παρηβάω,praeterfluo:0.20077311822
σκαλίς,sarculatio:0.437689484449
περιφράσσω,consaepto:0.417978428543
ἀντίληψις,perteneo:0.20756962004
καθαριόω,circumpurgo:0.298756746409
χοίρα,scrofinus:0.82934233272,porcula:0.813995384382
αἰώνιος,perpes:0.368167382843
μορφασμός,chironomia:0.50681975462
καιρία,funiculus:0.327063548612
κηρύκειος,ceryx:0.835140875999,praeco:0.609056365098
ἄγνωστος,incognitus:0.258602057271
παίδευσις,eruditio:0.34230396631
ἀκόμψευτος,inexcultus:0.88225805489
δυσανδρία,inopiosus:0.644182877546
σανίδιον,axiculus:0.406623142685
περίκειμαι,rotundo:0.396820136151
ἀδίκημα,admissum:0.343321586093
ἀδιάρθρωτος,uertebratus:0.506768316157
ἰατροτέχνης,aniatrologetus:0.314437107432
κόσμιος,ordinarius:0.191637882283
διαγώνιος,angulatim:0.615196218518,angellus:0.476580616012
λυγίζω,incuruesco:0.268009711538
χλαῖνα,chlamys:0.424898174538
σεληνόφως,illunis:0.524646951048
πλύμα,prostibula:0.222242822852
οὐρανοῦχος,caelipotens:0.425514757827
φλέψ,uena:0.614035706174,uenula:0.552731957116
φλέω,blatio:0.260003034538
προδοξάζω,praeformo:0.279273616163
ὁμόζυξ,cunnus:0.271681548042
ἀντίφασις,obloquium:0.469686318735
λεπτύνω,petilus:0.450662335685
κατάσβεσις,suppositio:0.546028391685,antiptosis:0.482560720114
ἐνδημέω,persedeo:0.40051352138
ἑταίρησις,obscenitas:0.330090506205
κηρύκειον,gerulum:0.202751529976
προέρχομαι,progredior:0.475520153506
